"node","N","M","phylum","class","order","family","genus"
"Acari",1.388888889,0.1,"Arthropoda","Arachnida",,,
"Ameletus",9.722222222,9.08748113,"Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus"
"Arctopsyche",1.388888889,51.81128833,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Arctopsyche"
"Baetis",43.05555556,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Caudatella",1.388888889,1.542387039,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Caudatella"
"Chelifera",6.944444444,0.684825948,"Arthropoda","Insecta","Diptera","Empididae","Chelifera"
"Chironomidae",56.94444444,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Heptageniidae",6.944444444,7.969282283,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Cinygmula"
"Diphetor",2.777777778,2.092471648,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Diphetor"
"Doroneuria",1.388888889,47.55178364,"Arthropoda","Insecta","Plecoptera","Perlidae","Doroneuria"
"Epeorus",6.944444444,14.45630938,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Epeorus"
"Isoperla",1.388888889,15.874116,"Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla"
"Micrasema",2.777777778,5.45856005,"Arthropoda","Insecta","Trichoptera","Brachycentridae","Micrasema"
"Oligochaeta",6.944444444,0.506640431,"Annelida","Clitellata",,,
"Paraperla",1.388888889,15.81062366,"Arthropoda","Insecta","Plecoptera","Chloroperlidae","Paraperla"
"Rhyacophila",2.777777778,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Serratella",1.388888889,1.176798991,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Serratella"
"Simulium",27.77777778,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Zapada",9.722222222,0.789662984,"Arthropoda","Insecta","Plecoptera","Nemouridae","Zapada"
