"resource","consumer","res.n","res.m","res.phylum","res.class","res.order","res.family","res.genus","con.n","con.m","con.phylum","con.class","con.order","con.family","con.genus","res.method","con.method","N.records","linkevidence","source.id"
"Baetis","Hesperoperla",12.96296296,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",0.925925926,47.55178364,"Arthropoda","Insecta","Plecoptera","Perlidae","Hesperoperla","genus","genus",1,"source","Thompson and Townsend, 1999, 2004"
"Paraleptophlebia","Hesperoperla",0.925925926,1.004883072,"Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Paraleptophlebia",0.925925926,47.55178364,"Arthropoda","Insecta","Plecoptera","Perlidae","Hesperoperla","exact","genus",1,"source","Thompson and Townsend, 1999, 2004"
