"node","N","M","phylum","class","order","family","genus"
"Acari",18.00180018,0.1,"Arthropoda","Arachnida",,,
"Agraylea",9.00090009,1.067967109,"Arthropoda","Insecta","Trichoptera","Hydroptilidae","Agraylea"
"Baetis",18.00180018,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Chironomidae",139.5139514,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Diphetor",4.500450045,2.092471648,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Diphetor"
"Oreogeton",9.00090009,0.539316267,"Arthropoda","Insecta","Diptera","Empididae","Oreogeton"
"Pisidium",135.0135014,0.102405857,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium"
"Prosimulium",13.50135014,0.291869328,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium"
"Rhyacophila",9.00090009,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Simulium",9.00090009,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Benthic.producers",1,0.001,,,,"Benthic.producers",
"Pelagic.producers",1,0.001,,,,"Pelagic.producers",
