"resource","consumer","res.n","res.m","res.phylum","res.class","res.order","res.family","res.genus","con.n","con.m","con.phylum","con.class","con.order","con.family","con.genus","res.method","con.method","N.records","linkevidence","source.id"
"Acari","Acari",2880,0.1,"Arthropoda","Arachnida",,,,2880,0.1,"Arthropoda","Arachnida",,,,"exact","exact",16,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Acari","Chironomidae",2880,0.1,"Arthropoda","Arachnida",,,,1526.857143,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,"exact","family",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Acari","Oreodytes",2880,0.1,"Arthropoda","Arachnida",,,,27.42857143,2.487221922,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","exact","family",16,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Acari","Polycentropus",2880,0.1,"Arthropoda","Arachnida",,,,9.142857143,2.27173375,"Arthropoda","Insecta","Trichoptera","Polycentropodidae","Polycentropus","exact","genus",12,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Acari","Dytiscidae",2880,0.1,"Arthropoda","Arachnida",,,,9.142857143,0.66911638,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Sanfilippodytes","exact","family",16,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Ameletus","Oreodytes",18.28571429,9.08748113,"Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus",27.42857143,2.487221922,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","exact","family",9,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Ameletus","Polycentropus",18.28571429,9.08748113,"Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus",9.142857143,2.27173375,"Arthropoda","Insecta","Trichoptera","Polycentropodidae","Polycentropus","exact","exact",6,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Ameletus","Dytiscidae",18.28571429,9.08748113,"Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus",9.142857143,0.66911638,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Sanfilippodytes","exact","family",9,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Baetis","Chironomidae",201.1428571,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",1526.857143,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,"exact","family",10,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Baetis","Dicosmoecus",201.1428571,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",9.142857143,7.071423253,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Dicosmoecus","exact","family",2,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
