"resource","consumer","res.n","res.m","res.phylum","res.class","res.order","res.family","res.genus","con.n","con.m","con.phylum","con.class","con.order","con.family","con.genus","res.method","con.method","N.records","linkevidence","source.id"
"Brachycentrus","Rhyacophila",7.777777778,10.9444965,"Arthropoda","Insecta","Trichoptera","Brachycentridae","Brachycentrus",6.666666667,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","family","genus",4,"source","Thompson and Townsend, 1999, 2004"
"Caudatella","Hydropsyche",1.111111111,1.542387039,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Caudatella",4.444444444,5.40467727,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","family","genus",10,"source","Thompson and Townsend, 1999, 2004"
"Caudatella","Rhyacophila",1.111111111,1.542387039,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Caudatella",6.666666667,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","family","genus",4,"source","Thompson and Townsend, 1999, 2004"
"Chironomidae","Chironomidae",113.3333333,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,113.3333333,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,"exact","exact",1,"source","Thompson and Townsend, 1999, 2004"
"Chironomidae","Heptageniidae",113.3333333,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,4.444444444,7.969282283,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Cinygmula","exact","exact",1,"source","Thompson and Townsend, 1999, 2004"
"Chironomidae","Hesperoperla",113.3333333,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,3.333333333,47.55178364,"Arthropoda","Insecta","Plecoptera","Perlidae","Hesperoperla","exact","genus",1,"source","Thompson and Townsend, 1999, 2004"
"Chironomidae","Hydropsyche",113.3333333,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,4.444444444,5.40467727,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","exact","exact",13,"source","Thompson and Townsend, 1999, 2004"
"Chironomidae","Oligochaeta",113.3333333,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,11.11111111,0.506640431,"Annelida","Clitellata",,,,"family","exact",21,"source","Thompson and Townsend, 1999, 2004"
"Chironomidae","Rhyacophila",113.3333333,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,6.666666667,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","genus",237,"source","Thompson and Townsend, 1999, 2004"
"Chironomidae","Simulium",113.3333333,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,3.333333333,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","exact","exact",5,"source","Thompson and Townsend, 1999, 2004"
"Chironomidae","Zapada",113.3333333,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",,1.111111111,0.789662984,"Arthropoda","Insecta","Plecoptera","Nemouridae","Zapada","family","exact",3,"source","Thompson and Townsend, 1999, 2004"
"Heptageniidae","Hydropsyche",4.444444444,7.969282283,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Cinygmula",4.444444444,5.40467727,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","family","genus",2,"source","Thompson and Townsend, 1999, 2004"
"Heptageniidae","Rhyacophila",4.444444444,7.969282283,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Cinygmula",6.666666667,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","genus",2,"source","Thompson and Townsend, 1999, 2004"
"Cleptelmis","Hydropsyche",2.222222222,0.33255826,"Arthropoda","Insecta","Coleoptera","Elmidae","Cleptelmis",4.444444444,5.40467727,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","family","exact",4,"source","Thompson and Townsend, 1999, 2004"
