"node","N","M","phylum","class","order","family","genus"
"Acari",22212.66428,0.1,"Arthropoda","Arachnida",,,
"Agabus",487.4551971,1.067967109,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus"
"Ameletus",382.3178017,9.08748113,"Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus"
"Baetis",372.7598566,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Bezzia",162.4850657,0.162619632,"Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia"
"Chironomidae",49357.22819,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Cinygmula",76.46356033,7.969282283,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Cinygmula"
"Clinocera",28.67383513,1.217892125,"Arthropoda","Insecta","Diptera","Empididae","Clinocera"
"Diphetor",133.8112306,2.092471648,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Diphetor"
"Doroneuria",267.6224612,47.55178364,"Arthropoda","Insecta","Plecoptera","Perlidae","Doroneuria"
"Drunella",9.557945042,4.884692448,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Drunella"
"Ecclisomyia",28.67383513,9.197155302,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Ecclisomyia"
"Ephemerella",19.11589008,3.991339222,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella"
"Chloroperlidae",28.67383513,0.956952814,"Arthropoda","Insecta","Plecoptera","Chloroperlidae","Haploperla"
"Heterlimnius",7598.566308,0.562121954,"Arthropoda","Insecta","Coleoptera","Elmidae","Heterlimnius"
"Limnophora",57.34767025,0.83633613,"Arthropoda","Insecta","Diptera","Muscidae","Limnophora"
"Neoplasta",602.1505376,1.008478441,"Arthropoda","Insecta","Diptera","Empididae","Neoplasta"
"Oligochaeta",2227.001195,0.506640431,"Annelida","Clitellata",,,
"Ostracoda",219.832736,0.014,"Arthropoda","Ostracoda",,,
"Paraleptophlebia",965.3524492,1.004883072,"Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Paraleptophlebia"
"Pisidium",3316.60693,0.102405857,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium"
"Psychoglypha",28.67383513,10.61210978,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha"
"Rhyacophila",143.3691756,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Dytiscidae",76.46356033,0.66911638,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Sanfilippodytes"
"Serratella",477.8972521,1.176798991,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Serratella"
"Simulium",143.3691756,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Sweltsa",19.11589008,7.797269444,"Arthropoda","Insecta","Plecoptera","Chloroperlidae","Sweltsa"
"Turbellaria",1099.16368,0.030679362,"Platyhelminthes","Turbellaria",,,
"Zapada",181.6009558,0.789662984,"Arthropoda","Insecta","Plecoptera","Nemouridae","Zapada"
