"node","N","M","phylum","class","order","family","genus"
"Baetis",31.50315032,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Chironomidae",324.0324032,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Diphetor",13.50135014,2.092471648,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Diphetor"
"Heterlimnius",81.00810081,0.562121954,"Arthropoda","Insecta","Coleoptera","Elmidae","Heterlimnius"
"Oligochaeta",9.00090009,0.506640431,"Annelida","Clitellata",,,
"Pisidium",594.0594059,0.102405857,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium"
"Rhizelmis",76.50765077,0.31573772,"Arthropoda","Insecta","Coleoptera","Elmidae","Rhizelmis"
"Simulium",103.510351,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Stegopterna",4.500450045,2.733149393,"Arthropoda","Insecta","Diptera","Simuliidae","Stegopterna"
"Suwallia",13.50135014,2.473558448,"Arthropoda","Insecta","Plecoptera","Chloroperlidae","Suwallia"
"Turbellaria",4.500450045,0.030679362,"Platyhelminthes","Turbellaria",,,
