"resource","consumer","res.taxonomic_name","res.m","res.network","res.o.net","res.site","res.n","res.phylum","res.class","res.order","res.family","res.genus","res.resolved.to","con.taxonomic_name","con.m","con.network","con.o.net","con.site","con.n","con.phylum","con.class","con.order","con.family","con.genus","con.resolved.to","res.method","con.method","N.records","linkevidence","source.id"
"Acari","Acari","Acari",0.1,"UP.KERN","KERN","10032",453.8181818,"Arthropoda","Arachnida",,,,"Class","Acari",0.1,"UP.KERN","KERN","10032",453.8181818,"Arthropoda","Arachnida",,,,"Class","exact","exact",16,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Baetis","Oreodytes","Baetis",0.712555345,"UP.KERN","KERN","10032",43.63636364,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis","Genus","Oreodytes",2.487221922,"UP.KERN","KERN","10032",116.3636364,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","genus","genus",6,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Centroptilum","Oreodytes","Centroptilum",1.851714709,"UP.KERN","KERN","10032",17.45454545,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Centroptilum","Genus","Oreodytes",2.487221922,"UP.KERN","KERN","10032",116.3636364,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","family","genus",6,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Acari","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Acari",0.1,"UP.KERN","KERN","10032",453.8181818,"Arthropoda","Arachnida",,,,"Class","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Chironomidae","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Oreodytes","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Oreodytes",2.487221922,"UP.KERN","KERN","10032",116.3636364,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Oreodytes","Genus","exact","genus",3,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Chironomidae","Simulium","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","Simulium",0.357951466,"UP.KERN","KERN","10032",58.18181818,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","exact","exact",5,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Simulium","Simulium","Simulium",0.357951466,"UP.KERN","KERN","10032",58.18181818,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","Simulium",0.357951466,"UP.KERN","KERN","10032",58.18181818,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","exact","exact",5,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Benthic.producers","Baetis","Benthic.producers",0.001,"LO.KERN","KERN","10032",1,,,,"Benthic.producers",,"Family","Baetis",0.712555345,"UP.KERN","KERN","10032",43.63636364,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis","Genus","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Benthic.producers","Centroptilum","Benthic.producers",0.001,"LO.KERN","KERN","10032",1,,,,"Benthic.producers",,"Family","Centroptilum",1.851714709,"UP.KERN","KERN","10032",17.45454545,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Centroptilum","Genus","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Benthic.producers","Chironomidae","Benthic.producers",0.001,"LO.KERN","KERN","10032",1,,,,"Benthic.producers",,"Family","Chironomidae",0.95630662,"UP.KERN","KERN","10032",846.5454546,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Benthic.producers","Psychoglypha","Benthic.producers",0.001,"LO.KERN","KERN","10032",1,,,,"Benthic.producers",,"Family","Psychoglypha",10.61210978,"UP.KERN","KERN","10032",11.63636364,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha","Genus","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
"Pelagic.producers","Pisidium","Pelagic.producers",0.001,"LO.KERN","KERN","10032",1,,,,"Pelagic.producers",,"Family","Pisidium",0.102405857,"UP.KERN","KERN","10032",2.909090909,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium","Genus","exact","exact",1,"Proctor, H., & Pritchard, G. (1989). Neglected Predators : Water Mites (Acari: Parasitengona: Hydrachnellae) in Freshwater Communities. Journal of the North American Benthological Society, 8(1), 100�111.",""
