"resource","consumer","res.density","res.phylum","res.class","res.order","res.family","res.genus","con.density","con.phylum","con.class","con.order","con.family","con.genus","res.method","con.method","N.records","linkevidence","source.id"
"Baetis","Oligochaeta",36.00360036,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",31.50315032,"Annelida","Clitellata",,,,"exact","exact",1,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}},Alcorlo, P., Baltanas, A. and Montes, C. (2001). Food-web structure in two shallow salt lakes in Los Monegros (NE Spain): energetic vs dynamic constraints. Hydrobiologia. 466, pp. 307-316.,Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.,source",",https://mangal.io - the ecological interaction database."
"Chironomidae","Simulium",751.5751575,"Arthropoda","Insecta","Diptera","Chironomidae",,598.559856,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","exact","exact",5,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}},Alcorlo, P., Baltanas, A. and Montes, C. (2001). Food-web structure in two shallow salt lakes in Los Monegros (NE Spain): energetic vs dynamic constraints. Hydrobiologia. 466, pp. 307-316.,Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.,source",",https://mangal.io - the ecological interaction database."
"Nemertea","Nemertea",27.00270027,"Nemertea",,,,,27.00270027,"Nemertea",,,,,"exact","exact",184,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}},Alcorlo, P., Baltanas, A. and Montes, C. (2001). Food-web structure in two shallow salt lakes in Los Monegros (NE Spain): energetic vs dynamic constraints. Hydrobiologia. 466, pp. 307-316.,Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.,source",",https://mangal.io - the ecological interaction database."
"Oligochaeta","Nemertea",31.50315032,"Annelida","Clitellata",,,,27.00270027,"Nemertea",,,,,"exact","exact",3,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}},Alcorlo, P., Baltanas, A. and Montes, C. (2001). Food-web structure in two shallow salt lakes in Los Monegros (NE Spain): energetic vs dynamic constraints. Hydrobiologia. 466, pp. 307-316.,Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.,source",",https://mangal.io - the ecological interaction database."
"Oligochaeta","Oligochaeta",31.50315032,"Annelida","Clitellata",,,,31.50315032,"Annelida","Clitellata",,,,"exact","exact",2,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}},Alcorlo, P., Baltanas, A. and Montes, C. (2001). Food-web structure in two shallow salt lakes in Los Monegros (NE Spain): energetic vs dynamic constraints. Hydrobiologia. 466, pp. 307-316.,Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.,source",",https://mangal.io - the ecological interaction database."
"Pisidium","Oligochaeta",121.5121512,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium",31.50315032,"Annelida","Clitellata",,,,"exact","exact",1,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}},Alcorlo, P., Baltanas, A. and Montes, C. (2001). Food-web structure in two shallow salt lakes in Los Monegros (NE Spain): energetic vs dynamic constraints. Hydrobiologia. 466, pp. 307-316.,Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.,source",",https://mangal.io - the ecological interaction database."
"Prosimulium","Prosimulium",13.50135014,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium",13.50135014,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","genus","genus",4,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}},Alcorlo, P., Baltanas, A. and Montes, C. (2001). Food-web structure in two shallow salt lakes in Los Monegros (NE Spain): energetic vs dynamic constraints. Hydrobiologia. 466, pp. 307-316.,Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.,source",",https://mangal.io - the ecological interaction database."
"Simulium","Oligochaeta",598.559856,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium",31.50315032,"Annelida","Clitellata",,,,"exact","exact",1,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}},Alcorlo, P., Baltanas, A. and Montes, C. (2001). Food-web structure in two shallow salt lakes in Los Monegros (NE Spain): energetic vs dynamic constraints. Hydrobiologia. 466, pp. 307-316.,Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.,source",",https://mangal.io - the ecological interaction database."
"Simulium","Simulium",598.559856,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium",598.559856,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","exact","exact",5,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}},Alcorlo, P., Baltanas, A. and Montes, C. (2001). Food-web structure in two shallow salt lakes in Los Monegros (NE Spain): energetic vs dynamic constraints. Hydrobiologia. 466, pp. 307-316.,Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.,source",",https://mangal.io - the ecological interaction database."
"Turbellaria","Chironomidae",18.00180018,"Platyhelminthes","Turbellaria",,,,751.5751575,"Arthropoda","Insecta","Diptera","Chironomidae",,"exact","exact",1,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}},Alcorlo, P., Baltanas, A. and Montes, C. (2001). Food-web structure in two shallow salt lakes in Los Monegros (NE Spain): energetic vs dynamic constraints. Hydrobiologia. 466, pp. 307-316.,Motta, R.L., and Uieda, V.S. (2005). Food web structure in a tropical stream ecosystem. Austral Ecology. 30, pp. 58-73.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.,source",",https://mangal.io - the ecological interaction database."
