"node","N","M","phylum","class","order","family","genus"
"Antocha",4.500450045,0.185248823,"Arthropoda","Insecta","Diptera","Tipulidae","Antocha"
"Baetis",175.5175518,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Chironomidae",936.0936094,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Diphetor",49.5049505,2.092471648,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Diphetor"
"Doroneuria",18.00180018,47.55178364,"Arthropoda","Insecta","Plecoptera","Perlidae","Doroneuria"
"Heterlimnius",18.00180018,0.562121954,"Arthropoda","Insecta","Coleoptera","Elmidae","Heterlimnius"
"Hydropsyche",9.00090009,5.40467727,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche"
"Lepidostoma",18.00180018,6.358310257,"Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma"
"Malenka",22.50225023,0.596340159,"Arthropoda","Insecta","Plecoptera","Nemouridae","Malenka"
"Optioservus",40.50405041,0.136166585,"Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus"
"Oreogeton",4.500450045,0.539316267,"Arthropoda","Insecta","Diptera","Empididae","Oreogeton"
"Polycentropus",4.500450045,2.27173375,"Arthropoda","Insecta","Trichoptera","Polycentropodidae","Polycentropus"
"Rhizelmis",9.00090009,0.31573772,"Arthropoda","Insecta","Coleoptera","Elmidae","Rhizelmis"
"Rhyacophila",27.00270027,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
