"node","N","M","phylum","class","order","family","genus"
"Acari",2.222222222,0.1,"Arthropoda","Arachnida",,,
"Ameletus",2.222222222,9.08748113,"Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus"
"Baetis",2.222222222,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Chironomidae",41.11111111,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Heterlimnius",23.33333333,0.562121954,"Arthropoda","Insecta","Coleoptera","Elmidae","Heterlimnius"
"Malenka",24.44444444,0.596340159,"Arthropoda","Insecta","Plecoptera","Nemouridae","Malenka"
"Pisidium",45.55555556,0.102405857,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium"
"Planorbidae",1.111111111,0.102405857,"Mollusca","Gastropoda","Basommatophora","Planorbidae",
"Rhyacophila",1.111111111,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Serratella",1.111111111,1.176798991,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Serratella"
"Simulium",3222.222222,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Benthic.producers",1,0.001,,,,"Benthic.producers",
"Pelagic.producers",1,0.001,,,,"Pelagic.producers",
