"node","N","M","phylum","class","order","family","genus"
"Acari",22.50225023,0.1,"Arthropoda","Arachnida",,,
"Baetis",238.5238524,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Calineuria",9.00090009,82.42323092,"Arthropoda","Insecta","Plecoptera","Perlidae","Calineuria"
"Chironomidae",387.0387039,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Diphetor",9.00090009,2.092471648,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Diphetor"
"Helodon",94.50945095,0.286362446,"Arthropoda","Insecta","Diptera","Simuliidae","Helodon"
"Hydropsyche",4.500450045,5.40467727,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche"
"Malenka",4.500450045,0.596340159,"Arthropoda","Insecta","Plecoptera","Nemouridae","Malenka"
"Oligochaeta",121.5121512,0.506640431,"Annelida","Clitellata",,,
"Ostracoda",36.00360036,0.014,"Arthropoda","Ostracoda",,,
"Paraleptophlebia",27.00270027,1.004883072,"Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Paraleptophlebia"
"Pisidium",162.0162016,0.102405857,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium"
"Rhizelmis",9.00090009,0.31573772,"Arthropoda","Insecta","Coleoptera","Elmidae","Rhizelmis"
"Rhyacophila",27.00270027,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Serratella",22.50225023,1.176798991,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Serratella"
"Simulium",49.5049505,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Zapada",31.50315032,0.789662984,"Arthropoda","Insecta","Plecoptera","Nemouridae","Zapada"
