"node","Taxonomic_name","M","Network","O.NET","Site","N","phylum","class","order","family","genus","Resolved.to"
"Acari","Acari",0.1,"LO.KERN","KERN","10040",1962.666666,"Arthropoda","Arachnida",,,,"Class"
"Ameletus","Ameletus",9.08748113,"LO.KERN","KERN","10040",10.66666667,"Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus","Genus"
"Chironomidae","Chironomidae",0.95630662,"LO.KERN","KERN","10040",752,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family"
"Ecclisomyia","Ecclisomyia",9.197155302,"LO.KERN","KERN","10040",5.333333333,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Ecclisomyia","Genus"
"Oligochaeta","Oligochaeta",0.506640431,"LO.KERN","KERN","10040",165.3333333,"Annelida","Clitellata",,,,"Subclass"
"Pisidium","Pisidium",0.102405857,"LO.KERN","KERN","10040",250.6666667,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium","Genus"
"Sialis","Sialis",12.2633857,"LO.KERN","KERN","10040",5.333333333,"Arthropoda","Insecta","Megaloptera","Sialidae","Sialis","Genus"
"Turbellaria","Turbellaria",0.030679362,"LO.KERN","KERN","10040",170.6666667,"Platyhelminthes","Turbellaria",,,,"Class"
