"node","N","M","phylum","class","order","family","genus"
"Acari",113.5005974,0.1,"Arthropoda","Arachnida",,,
"Agabus",41.21863799,7.651273071,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus"
"Baetis",112.3058542,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Cenocorixa",3.584229391,3.162650643,"Arthropoda","Insecta","Hemiptera","Corixidae","Cenocorixa"
"Chironomidae",5715.651135,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Cinygmula",0.597371565,7.969282283,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Cinygmula"
"Clinocera",1.792114695,1.217892125,"Arthropoda","Insecta","Diptera","Empididae","Clinocera"
"Culiseta",1.792114695,0.395108595,"Arthropoda","Insecta","Diptera","Culicidae","Culiseta"
"Desmona",0.597371565,11.25992905,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Desmona"
"Dicranota",0.597371565,0.456662436,"Arthropoda","Insecta","Diptera","Tipulidae","Dicranota"
"Dolichopus",1.19474313,1.222665317,"Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus"
"Hydroporus",10.75268817,2.13259128,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Hydroporus"
"Limnophora",85.42413381,0.83633613,"Arthropoda","Insecta","Diptera","Muscidae","Limnophora"
"Metacnephia",1.792114695,0.185290381,"Arthropoda","Insecta","Diptera","Simuliidae","Metacnephia"
"Oligochaeta",189.3667861,0.506640431,"Annelida","Clitellata",,,
"Ostracoda",5.973715651,0.014,"Arthropoda","Ostracoda",,,
"Prosimulium",34.9,0.291869328,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium"
"Sanfilippodytes",34.64755078,0.66911638,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Sanfilippodytes"
"Simulium",7.168458781,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Stegopterna",54.95818399,2.733149393,"Arthropoda","Insecta","Diptera","Simuliidae","Stegopterna"
"Turbellaria",1.19474313,0.030679362,"Platyhelminthes","Turbellaria",,,
