"node","N","M","phylum","class","order","family","genus"
"Acari",1053.166069,0.1,"Arthropoda","Arachnida",,,
"Ameletus",2.38948626,9.08748113,"Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus"
"Baetis",183.3930705,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Bezzia",2.38948626,0.162619632,"Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia"
"Chelifera",1.792114695,0.684825948,"Arthropoda","Insecta","Diptera","Empididae","Chelifera"
"Chironomidae",4632.616488,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Clinocera",2.38948626,1.217892125,"Arthropoda","Insecta","Diptera","Empididae","Clinocera"
"Dicosmoecus",12.54480287,7.071423253,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Dicosmoecus"
"Dicranota",2.38948626,0.456662436,"Arthropoda","Insecta","Diptera","Tipulidae","Dicranota"
"Doroneuria",8.363201912,47.55178364,"Arthropoda","Insecta","Plecoptera","Perlidae","Doroneuria"
"Epeorus",5.973715651,14.45630938,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Epeorus"
"Heterlimnius",245.5197133,0.562121954,"Arthropoda","Insecta","Coleoptera","Elmidae","Heterlimnius"
"Limnophora",4.778972521,0.83633613,"Arthropoda","Insecta","Diptera","Muscidae","Limnophora"
"Oligochaeta",562.1266428,0.506640431,"Annelida","Clitellata",,,
"Ostracoda",2.38948626,0.014,"Arthropoda","Ostracoda",,,
"Paraleptophlebia",121.2664277,1.004883072,"Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Paraleptophlebia"
"Pisidium",13.739546,0.102405857,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium"
"Rhyacophila",19.11589008,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Dytiscidae",7.765830346,0.66911638,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Sanfilippodytes"
"Serratella",7.168458781,1.176798991,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Serratella"
"Simulium",867.3835125,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Sweltsa",1.19474313,7.797269444,"Arthropoda","Insecta","Plecoptera","Chloroperlidae","Sweltsa"
"Turbellaria",14.33691756,0.030679362,"Platyhelminthes","Turbellaria",,,
"Zapada",8.960573477,0.789662984,"Arthropoda","Insecta","Plecoptera","Nemouridae","Zapada"
