"resource","consumer","res.taxonomic_name","res.m","res.network","res.o.net","res.site","res.n","res.phylum","res.class","res.order","res.family","res.genus","res.resolved.to","con.taxonomic_name","con.m","con.network","con.o.net","con.site","con.n","con.phylum","con.class","con.order","con.family","con.genus","con.resolved.to","res.method","con.method","N.records","linkevidence","source.id"
"Prosimulium","Chironomidae","Prosimulium",0.291869328,"LO.KERN","KERN","10036",377.6,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Genus","Chironomidae",0.95630662,"LO.KERN","KERN","10036",2496,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","family","family",25,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
"Prosimulium","Diptera","Prosimulium",0.291869328,"LO.KERN","KERN","10036",377.6,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Genus","Clinocera",1.217892125,"LO.KERN","KERN","10036",25.6,"Arthropoda","Insecta","Diptera","Empididae","Clinocera","Order","family","family",1,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
"Prosimulium","Dicranota","Prosimulium",0.291869328,"LO.KERN","KERN","10036",377.6,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Genus","Dicranota",0.456662436,"LO.KERN","KERN","10036",6.4,"Arthropoda","Insecta","Diptera","Tipulidae","Dicranota","Genus","family","exact",5,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
"Prosimulium","Prosimulium","Prosimulium",0.291869328,"LO.KERN","KERN","10036",377.6,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Genus","Prosimulium",0.291869328,"LO.KERN","KERN","10036",377.6,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Genus","genus","genus",4,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
"Prosimulium","Simulium","Prosimulium",0.291869328,"LO.KERN","KERN","10036",377.6,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Genus","Simulium",0.357951466,"LO.KERN","KERN","10036",390.4,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","family","exact",5,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
"Simulium","Chironomidae","Simulium",0.357951466,"LO.KERN","KERN","10036",390.4,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","Chironomidae",0.95630662,"LO.KERN","KERN","10036",2496,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","exact","family",13,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
"Simulium","Diptera","Simulium",0.357951466,"LO.KERN","KERN","10036",390.4,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","Clinocera",1.217892125,"LO.KERN","KERN","10036",25.6,"Arthropoda","Insecta","Diptera","Empididae","Clinocera","Order","family","family",1,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
"Simulium","Dicranota","Simulium",0.357951466,"LO.KERN","KERN","10036",390.4,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","Dicranota",0.456662436,"LO.KERN","KERN","10036",6.4,"Arthropoda","Insecta","Diptera","Tipulidae","Dicranota","Genus","genus","exact",4,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
"Simulium","Prosimulium","Simulium",0.357951466,"LO.KERN","KERN","10036",390.4,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","Prosimulium",0.291869328,"LO.KERN","KERN","10036",377.6,"Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Genus","exact","family",5,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
"Simulium","Simulium","Simulium",0.357951466,"LO.KERN","KERN","10036",390.4,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","Simulium",0.357951466,"LO.KERN","KERN","10036",390.4,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Genus","exact","exact",5,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
"Turbellaria","Chironomidae","Turbellaria",0.030679362,"LO.KERN","KERN","10036",6.4,"Platyhelminthes","Turbellaria",,,,"Class","Chironomidae",0.95630662,"LO.KERN","KERN","10036",2496,"Arthropoda","Insecta","Diptera","Chironomidae",,"Family","exact","exact",1,"J. Sarvala, Paarjarven energiatalous, Luonnon Tutkija 78:181-190, from p. 185.,Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",""
