"resource","consumer","res.density","res.phylum","res.class","res.order","res.family","res.genus","con.density","con.phylum","con.class","con.order","con.family","con.genus","res.method","con.method","N.records","linkevidence","source.id"
"Baetis","Oligochaeta",22.22222222,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",4.04040404,"Annelida","Clitellata",,,,"exact","exact",1,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.,E. Percival and H. Whitehead, 1929.  A quantitative study of the fauna of some types of stream-bed.  J. Ecol. 17:282-314, from p. 311 & overleaf.,Gilljam, D., et al. (2011). Seeing Double: Size-Based and Taxonomic Views of Food Web Structure. Advances in Ecological Research, 45, 67�133,observed - gut/stomach analysis,observed,observed - feeding trial,observed - field; gut/stomach analysis,observed - field; gut/stomach analysis; published account,observed - gut/stomach analysis,R.M. Thompson and C.R. Townsend. (2003). Impacts on Stream Food Webs of Native and Exotic Forest: An Intercontinental Comparison. Ecology. 84(1), pp. 145-161.,Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161,Thompson, RM and Townsend, CR. 2003.  Impacts on stream food webs of native and exotic forest: an intercontinental comparison.  Ecology 84:145-161",",10,11,15,23,28,46,47,59,63"
"Baetis","Rhyacophila",22.22222222,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",9.090909091,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","exact",4,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.,E. Percival and H. Whitehead, 1929.  A quantitative study of the fauna of some types of stream-bed.  J. Ecol. 17:282-314, from p. 311 & overleaf.,Gilljam, D., et al. (2011). Seeing Double: Size-Based and Taxonomic Views of Food Web Structure. Advances in Ecological Research, 45, 67�133,observed - gut/stomach analysis,observed,observed - feeding trial,observed - field; gut/stomach analysis,observed - field; gut/stomach analysis; published account,observed - gut/stomach analysis,R.M. Thompson and C.R. Townsend. (2003). Impacts on Stream Food Webs of Native and Exotic Forest: An Intercontinental Comparison. Ecology. 84(1), pp. 145-161.,Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161,Thompson, RM and Townsend, CR. 2003.  Impacts on stream food webs of native and exotic forest: an intercontinental comparison.  Ecology 84:145-161",",10,11,15,23,28,46,47,59,63"
"Chironomidae","Rhyacophila",92.92929293,"Arthropoda","Insecta","Diptera","Chironomidae",,9.090909091,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","genus",237,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.,E. Percival and H. Whitehead, 1929.  A quantitative study of the fauna of some types of stream-bed.  J. Ecol. 17:282-314, from p. 311 & overleaf.,Gilljam, D., et al. (2011). Seeing Double: Size-Based and Taxonomic Views of Food Web Structure. Advances in Ecological Research, 45, 67�133,observed - gut/stomach analysis,observed,observed - feeding trial,observed - field; gut/stomach analysis,observed - field; gut/stomach analysis; published account,observed - gut/stomach analysis,R.M. Thompson and C.R. Townsend. (2003). Impacts on Stream Food Webs of Native and Exotic Forest: An Intercontinental Comparison. Ecology. 84(1), pp. 145-161.,Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161,Thompson, RM and Townsend, CR. 2003.  Impacts on stream food webs of native and exotic forest: an intercontinental comparison.  Ecology 84:145-161",",10,11,15,23,28,46,47,59,63"
"Chironomidae","Simulium",92.92929293,"Arthropoda","Insecta","Diptera","Chironomidae",,344.4444444,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","exact","exact",5,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.,E. Percival and H. Whitehead, 1929.  A quantitative study of the fauna of some types of stream-bed.  J. Ecol. 17:282-314, from p. 311 & overleaf.,Gilljam, D., et al. (2011). Seeing Double: Size-Based and Taxonomic Views of Food Web Structure. Advances in Ecological Research, 45, 67�133,observed - gut/stomach analysis,observed,observed - feeding trial,observed - field; gut/stomach analysis,observed - field; gut/stomach analysis; published account,observed - gut/stomach analysis,R.M. Thompson and C.R. Townsend. (2003). Impacts on Stream Food Webs of Native and Exotic Forest: An Intercontinental Comparison. Ecology. 84(1), pp. 145-161.,Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161,Thompson, RM and Townsend, CR. 2003.  Impacts on stream food webs of native and exotic forest: an intercontinental comparison.  Ecology 84:145-161",",10,11,15,23,28,46,47,59,63"
"Oligochaeta","Oligochaeta",4.04040404,"Annelida","Clitellata",,,,4.04040404,"Annelida","Clitellata",,,,"exact","exact",2,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.,E. Percival and H. Whitehead, 1929.  A quantitative study of the fauna of some types of stream-bed.  J. Ecol. 17:282-314, from p. 311 & overleaf.,Gilljam, D., et al. (2011). Seeing Double: Size-Based and Taxonomic Views of Food Web Structure. Advances in Ecological Research, 45, 67�133,observed - gut/stomach analysis,observed,observed - feeding trial,observed - field; gut/stomach analysis,observed - field; gut/stomach analysis; published account,observed - gut/stomach analysis,R.M. Thompson and C.R. Townsend. (2003). Impacts on Stream Food Webs of Native and Exotic Forest: An Intercontinental Comparison. Ecology. 84(1), pp. 145-161.,Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161,Thompson, RM and Townsend, CR. 2003.  Impacts on stream food webs of native and exotic forest: an intercontinental comparison.  Ecology 84:145-161",",10,11,15,23,28,46,47,59,63"
"Pisidium","Oligochaeta",65.65656566,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium",4.04040404,"Annelida","Clitellata",,,,"exact","exact",1,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.,E. Percival and H. Whitehead, 1929.  A quantitative study of the fauna of some types of stream-bed.  J. Ecol. 17:282-314, from p. 311 & overleaf.,Gilljam, D., et al. (2011). Seeing Double: Size-Based and Taxonomic Views of Food Web Structure. Advances in Ecological Research, 45, 67�133,observed - gut/stomach analysis,observed,observed - feeding trial,observed - field; gut/stomach analysis,observed - field; gut/stomach analysis; published account,observed - gut/stomach analysis,R.M. Thompson and C.R. Townsend. (2003). Impacts on Stream Food Webs of Native and Exotic Forest: An Intercontinental Comparison. Ecology. 84(1), pp. 145-161.,Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161,Thompson, RM and Townsend, CR. 2003.  Impacts on stream food webs of native and exotic forest: an intercontinental comparison.  Ecology 84:145-161",",10,11,15,23,28,46,47,59,63"
"Pisidium","Rhyacophila",65.65656566,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium",9.090909091,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","genus",8,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.,E. Percival and H. Whitehead, 1929.  A quantitative study of the fauna of some types of stream-bed.  J. Ecol. 17:282-314, from p. 311 & overleaf.,Gilljam, D., et al. (2011). Seeing Double: Size-Based and Taxonomic Views of Food Web Structure. Advances in Ecological Research, 45, 67�133,observed - gut/stomach analysis,observed,observed - feeding trial,observed - field; gut/stomach analysis,observed - field; gut/stomach analysis; published account,observed - gut/stomach analysis,R.M. Thompson and C.R. Townsend. (2003). Impacts on Stream Food Webs of Native and Exotic Forest: An Intercontinental Comparison. Ecology. 84(1), pp. 145-161.,Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161,Thompson, RM and Townsend, CR. 2003.  Impacts on stream food webs of native and exotic forest: an intercontinental comparison.  Ecology 84:145-161",",10,11,15,23,28,46,47,59,63"
"Rhyacophila","Rhyacophila",9.090909091,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila",9.090909091,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","exact",1,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.,E. Percival and H. Whitehead, 1929.  A quantitative study of the fauna of some types of stream-bed.  J. Ecol. 17:282-314, from p. 311 & overleaf.,Gilljam, D., et al. (2011). Seeing Double: Size-Based and Taxonomic Views of Food Web Structure. Advances in Ecological Research, 45, 67�133,observed - gut/stomach analysis,observed,observed - feeding trial,observed - field; gut/stomach analysis,observed - field; gut/stomach analysis; published account,observed - gut/stomach analysis,R.M. Thompson and C.R. Townsend. (2003). Impacts on Stream Food Webs of Native and Exotic Forest: An Intercontinental Comparison. Ecology. 84(1), pp. 145-161.,Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161,Thompson, RM and Townsend, CR. 2003.  Impacts on stream food webs of native and exotic forest: an intercontinental comparison.  Ecology 84:145-161",",10,11,15,23,28,46,47,59,63"
"Simulium","Brachycentrus",344.4444444,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium",3.03030303,"Arthropoda","Insecta","Trichoptera","Brachycentridae","Brachycentrus","genus","exact",4,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.,E. Percival and H. Whitehead, 1929.  A quantitative study of the fauna of some types of stream-bed.  J. Ecol. 17:282-314, from p. 311 & overleaf.,Gilljam, D., et al. (2011). Seeing Double: Size-Based and Taxonomic Views of Food Web Structure. Advances in Ecological Research, 45, 67�133,observed - gut/stomach analysis,observed,observed - feeding trial,observed - field; gut/stomach analysis,observed - field; gut/stomach analysis; published account,observed - gut/stomach analysis,R.M. Thompson and C.R. Townsend. (2003). Impacts on Stream Food Webs of Native and Exotic Forest: An Intercontinental Comparison. Ecology. 84(1), pp. 145-161.,Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161,Thompson, RM and Townsend, CR. 2003.  Impacts on stream food webs of native and exotic forest: an intercontinental comparison.  Ecology 84:145-161",",10,11,15,23,28,46,47,59,63"
"Simulium","Oligochaeta",344.4444444,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium",4.04040404,"Annelida","Clitellata",,,,"exact","exact",1,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.,E. Percival and H. Whitehead, 1929.  A quantitative study of the fauna of some types of stream-bed.  J. Ecol. 17:282-314, from p. 311 & overleaf.,Gilljam, D., et al. (2011). Seeing Double: Size-Based and Taxonomic Views of Food Web Structure. Advances in Ecological Research, 45, 67�133,observed - gut/stomach analysis,observed,observed - feeding trial,observed - field; gut/stomach analysis,observed - field; gut/stomach analysis; published account,observed - gut/stomach analysis,R.M. Thompson and C.R. Townsend. (2003). Impacts on Stream Food Webs of Native and Exotic Forest: An Intercontinental Comparison. Ecology. 84(1), pp. 145-161.,Thompson, R., Townsend, C. (2003) IMPACTS ON STREAM FOOD WEBS OF NATIVE AND EXOTIC FOREST: AN INTERCONTINENTAL COMPARISON. Ecology, 84(1), pp. 145–161,Thompson, RM and Townsend, CR. 2003.  Impacts on stream food webs of native and exotic forest: an intercontinental comparison.  Ecology 84:145-161",",10,11,15,23,28,46,47,59,63"
