"resource","consumer","res.density","res.phylum","res.class","res.order","res.family","res.genus","con.density","con.phylum","con.class","con.order","con.family","con.genus","res.method","con.method","N.records","linkevidence","source.id"
"Acentrella","Chironomidae",4.500450045,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Acentrella",958.5958596,"Arthropoda","Insecta","Diptera","Chironomidae",,"family","family",4,"observed - gut/stomach analysis,source","63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.,Thompson and Townsend, 1999, 2004"
"Acentrella","Oligochaeta",4.500450045,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Acentrella",90.0090009,"Annelida","Clitellata",,,,"family","exact",3,"observed - gut/stomach analysis,source","63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.,Thompson and Townsend, 1999, 2004"
"Antocha","Antocha",4.500450045,"Arthropoda","Insecta","Diptera","Tipulidae","Antocha",4.500450045,"Arthropoda","Insecta","Diptera","Tipulidae","Antocha","family","family",1,"observed - gut/stomach analysis,source","63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.,Thompson and Townsend, 1999, 2004"
"Antocha","Tipula",4.500450045,"Arthropoda","Insecta","Diptera","Tipulidae","Antocha",4.500450045,"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","family","family",1,"observed - gut/stomach analysis,source","63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.,Thompson and Townsend, 1999, 2004"
"Baetis","Chironomidae",31.50315032,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",958.5958596,"Arthropoda","Insecta","Diptera","Chironomidae",,"exact","family",4,"observed - gut/stomach analysis,source","63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.,Thompson and Townsend, 1999, 2004"
"Baetis","Oligochaeta",31.50315032,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",90.0090009,"Annelida","Clitellata",,,,"exact","exact",1,"observed - gut/stomach analysis,source","63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.,Thompson and Townsend, 1999, 2004"
"Chironomidae","Antocha",958.5958596,"Arthropoda","Insecta","Diptera","Chironomidae",,4.500450045,"Arthropoda","Insecta","Diptera","Tipulidae","Antocha","family","family",14,"observed - gut/stomach analysis,source","63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.,Thompson and Townsend, 1999, 2004"
"Chironomidae","Chironomidae",958.5958596,"Arthropoda","Insecta","Diptera","Chironomidae",,958.5958596,"Arthropoda","Insecta","Diptera","Chironomidae",,"exact","family",1,"observed - gut/stomach analysis,source","63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.,Thompson and Townsend, 1999, 2004"
"Chironomidae","Oligochaeta",958.5958596,"Arthropoda","Insecta","Diptera","Chironomidae",,90.0090009,"Annelida","Clitellata",,,,"family","exact",21,"observed - gut/stomach analysis,source","63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.,Thompson and Townsend, 1999, 2004"
"Chironomidae","Tipula",958.5958596,"Arthropoda","Insecta","Diptera","Chironomidae",,4.500450045,"Arthropoda","Insecta","Diptera","Tipulidae","Tipula","family","family",14,"observed - gut/stomach analysis,source","63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466–474.,Thompson and Townsend, 1999, 2004"
