"node","N","M","phylum","class","order","family","genus"
"Acari",4.273504274,0.1,"Arthropoda","Arachnida",,,
"Antocha",0.854700855,0.185248823,"Arthropoda","Insecta","Diptera","Tipulidae","Antocha"
"Baetis",25.64102564,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Chironomidae",16.23931624,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Diphetor",2.564102564,2.092471648,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Diphetor"
"Epeorus",1.709401709,14.45630938,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Epeorus"
"Parapsyche",9.401709402,7.624553901,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Parapsyche"
"Pisidium",1.709401709,0.102405857,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium"
"Rhyacophila",0.854700855,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Serratella",0.854700855,1.176798991,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Serratella"
"Simulium",4.273504274,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Zapada",24.78632479,0.789662984,"Arthropoda","Insecta","Plecoptera","Nemouridae","Zapada"
