"node","N","M","phylum","class","order","family","genus"
"Acari",2331.541219,0.1,"Arthropoda","Arachnida",,,
"Agabus",7.168458781,7.651273071,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Agabus"
"Ameletus",14.33691756,9.08748113,"Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus"
"Baetis",50.17921147,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Chironomidae",1672.043011,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Desmona",12.54480287,11.25992905,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Desmona"
"Dicranota",1.792114695,0.456662436,"Arthropoda","Insecta","Diptera","Tipulidae","Dicranota"
"Limnophora",19.71326165,0.83633613,"Arthropoda","Insecta","Diptera","Muscidae","Limnophora"
"Oligochaeta",62.72401434,0.506640431,"Annelida","Clitellata",,,
"Psychoglypha",7.168458781,10.61210978,"Arthropoda","Insecta","Trichoptera","Limnephilidae","Psychoglypha"
"Rhyacophila",34.05017921,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Dytiscidae",41.21863799,0.66911638,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Sanfilippodytes"
"Simulium",1105.734767,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Stegopterna",23.29749104,2.733149393,"Arthropoda","Insecta","Diptera","Simuliidae","Stegopterna"
"Turbellaria",1.792114695,0.030679362,"Platyhelminthes","Turbellaria",,,
