"resource","consumer","res.density","res.phylum","res.class","res.order","res.family","res.genus","con.density","con.phylum","con.class","con.order","con.family","con.genus","res.method","con.method","N.records","linkevidence","source.id"
"Baetis","Oligochaeta",4.500450045,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",22.50225023,"Annelida","Clitellata",,,,"exact","exact",1,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
"Baetis","Rhyacophila",4.500450045,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis",45.00450045,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","exact",4,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
"Chironomidae","Rhyacophila",166.5166517,"Arthropoda","Insecta","Diptera","Chironomidae",,45.00450045,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","genus",237,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
"Chironomidae","Simulium",166.5166517,"Arthropoda","Insecta","Diptera","Chironomidae",,4.500450045,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","exact","exact",5,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
"Nemertea","Nemertea",22.50225023,"Nemertea",,,,,22.50225023,"Nemertea",,,,,"exact","exact",184,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
"Oligochaeta","Nemertea",22.50225023,"Annelida","Clitellata",,,,22.50225023,"Nemertea",,,,,"exact","exact",3,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
"Oligochaeta","Oligochaeta",22.50225023,"Annelida","Clitellata",,,,22.50225023,"Annelida","Clitellata",,,,"exact","exact",2,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
"Rhyacophila","Rhyacophila",45.00450045,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila",45.00450045,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","exact",1,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
"Simulium","Oligochaeta",4.500450045,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium",22.50225023,"Annelida","Clitellata",,,,"exact","exact",1,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
"Simulium","Rhyacophila",4.500450045,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium",45.00450045,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","exact","exact",3,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
"Simulium","Simulium",4.500450045,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium",4.500450045,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium","exact","exact",5,"Badcock, R.M. (1949) Studies in Stream Life in Tributaries of the Welsh Dee. Journal of Animal Ecology, 18, 193ÔøΩ208.,observed - gut/stomach analysis,R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ,R. M. Badcock, 1949.  Studies in stream life in tributaries of the Welsh Dee. J. Anim. Ecol. 18:193-208, from pp. 202-206 and Price, P. W., 1984, Insect Ecology, 2nd ed., New York: John Wiley, p. 23,source",",63,Hogsden K.L. & Harding J.S. (2012) Anthropogenic and natural sources of acidity and metals and their influence on the structure of stream food webs. Environmental Pollution 162, 466ñ474.,https://mangal.io - the ecological interaction database.,Thompson and Townsend, 1999, 2004"
