"node","N","M","phylum","class","order","family","genus"
"Baetis",42.42424242,0.712555345,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Baetis"
"Brachycentrus",2.02020202,10.9444965,"Arthropoda","Insecta","Trichoptera","Brachycentridae","Brachycentrus"
"Chironomidae",17.17171717,0.95630662,"Arthropoda","Insecta","Diptera","Chironomidae",
"Cleptelmis",3.03030303,0.33255826,"Arthropoda","Insecta","Coleoptera","Elmidae","Cleptelmis"
"Diphetor",2.02020202,2.092471648,"Arthropoda","Insecta","Ephemeroptera","Baetidae","Diphetor"
"Doroneuria",10.1010101,47.55178364,"Arthropoda","Insecta","Plecoptera","Perlidae","Doroneuria"
"Drunella",8.080808081,4.884692448,"Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Drunella"
"Epeorus",6.060606061,14.45630938,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Epeorus"
"Hesperoperla",2.02020202,47.55178364,"Arthropoda","Insecta","Plecoptera","Perlidae","Hesperoperla"
"Hydropsyche",6.060606061,5.40467727,"Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche"
"Oligochaeta",2.02020202,0.506640431,"Annelida","Clitellata",,,
"Oreogeton",3.03030303,0.539316267,"Arthropoda","Insecta","Diptera","Empididae","Oreogeton"
"Pisidium",1.01010101,0.102405857,"Mollusca","Bivalvia","Veneroida","Pisidiidae","Pisidium"
"Rhithrogena",2.02020202,8.4780857,"Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Rhithrogena"
"Rhyacophila",1.01010101,5.337910712,"Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila"
"Simulium",1.01010101,0.357951466,"Arthropoda","Insecta","Diptera","Simuliidae","Simulium"
"Suwallia",2.02020202,2.473558448,"Arthropoda","Insecta","Plecoptera","Chloroperlidae","Suwallia"
"Wormaldia",46.46464646,7.017858546,"Arthropoda","Insecta","Trichoptera","Philopotamidae","Wormaldia"
